GlaThiDa_ID,SURVEY_FREQUENCY,SURVEY_METHOD,MAXIMUM_THICKNESS
3676,195,GPRa,151
3677,195,GPRa,70
3678,195,GPRa,150
3679,195,GPRa,243
3680,195,GPRa,105
3681,195,GPRa,195
3682,195,GPRa,236
3683,195,GPRa,122
3684,195,GPRa,NaN
3685,195,GPRa,92
3686,195,GPRa,314
3687,195,GPRa,395
3688,195,GPRa,233
3689,195,GPRa,NaN
3690,195,GPRa,209
3691,195,GPRa,95
3692,195,GPRa,133
3693,195,GPRa,316
3694,195,GPRa,NaN
3695,195,GPRa,NaN
3696,195,GPRa,NaN
3697,195,GPRa,124
3698,195,GPRa,NaN
3699,195,GPRa,NaN
3700,195,GPRa,294
3701,195,GPRa,NaN
3702,195,GPRa,NaN
3703,195,GPRa,NaN
3704,195,GPRa,NaN
3705,195,GPRa,NaN
3706,195,GPRa,NaN
3707,195,GPRa,NaN
3708,195,GPRa,NaN
3709,195,GPRa,NaN
3710,195,GPRa,NaN
3711,195,GPRa,NaN
3712,195,GPRa,NaN
3713,195,GPRa,317
3714,195,GPRa,199
3715,195,GPRa,228
3716,195,GPRa,NaN
3717,195,GPRa,294
3718,195,GPRa,143
3719,195,GPRa,559
3720,195,GPRa,716
3721,195,GPRa,816
3722,195,GPRa,913
3723,195,GPRa,674
3724,195,GPRa,204
3725,195,GPRa,690
3726,195,GPRa,587
3727,195,GPRa,335
3728,195,GPRa,151
3729,195,GPRa,87
3730,195,GPRa,337
3731,195,GPRa,922
3732,195,GPRa,950
3733,195,GPRa,812
3734,195,GPRa,410
3735,195,GPRa,1108
3736,195,GPRa,836
3737,195,GPRa,352
3738,195,GPRa,NaN
3739,195,GPRa,61
3740,195,GPRa,NaN
3741,195,GPRa,NaN
3742,195,GPRa,NaN
3743,195,GPRa,NaN
3744,195,GPRa,666
3745,195,GPRa,NaN
3746,195,GPRa,261
3747,195,GPRa,570
3748,195,GPRa,845
3749,195,GPRa,866
3750,195,GPRa,501
3751,195,GPRa,647
3752,195,GPRa,505
3753,195,GPRa,420
3754,195,GPRa,511
3755,195,GPRa,542
3756,195,GPRa,324
3757,195,GPRa,321
3758,195,GPRa,424
3759,195,GPRa,595
3760,195,GPRa,576
3761,195,GPRa,452
3762,195,GPRa,463
3763,195,GPRa,287
3764,195,GPRa,NaN
3765,195,GPRa,337
3766,195,GPRa,495
3767,195,GPRa,192
3768,195,GPRa,280
3769,195,GPRa,10
3770,195,GPRa,2268
3771,195,GPRa,3
3772,195,GPRa,NaN
3773,195,GPRa,NaN
3774,195,GPRa,NaN
3775,195,GPRa,NaN
3776,195,GPRa,NaN
3777,195,GPRa,NaN
3778,195,GPRa,NaN
3779,195,GPRa,NaN
3780,195,GPRa,NaN
3781,195,GPRa,NaN
3782,195,GPRa,NaN
3783,195,GPRa,NaN
3784,195,GPRa,NaN
3785,195,GPRa,NaN
3786,195,GPRa,214
3787,195,GPRa,319
3788,195,GPRa,NaN
3789,195,GPRa,NaN
3790,195,GPRa,650
3791,195,GPRa,NaN
3792,195,GPRa,655
3793,195,GPRa,1684
3794,195,GPRa,1301
3795,195,GPRa,NaN
3796,195,GPRa,906
3797,195,GPRa,1613
3798,195,GPRa,133
3799,195,GPRa,1379
3800,195,GPRa,NaN
3801,195,GPRa,282
3802,195,GPRa,NaN
3803,195,GPRa,55
3804,195,GPRa,92
3805,195,GPRa,NaN
3806,195,GPRa,1145
3807,195,GPRa,NaN
3808,195,GPRa,NaN
3809,195,GPRa,NaN
3810,195,GPRa,56
3811,195,GPRa,66
3812,195,GPRa,308
3813,195,GPRa,681
3814,195,GPRa,481
3815,195,GPRa,752
3816,195,GPRa,NaN
3817,195,GPRa,133
3818,195,GPRa,NaN
3819,195,GPRa,84
3820,195,GPRa,NaN
3821,195,GPRa,NaN
3822,195,GPRa,95
3823,195,GPRa,98
3824,195,GPRa,NaN
3825,195,GPRa,NaN
3826,195,GPRa,NaN
3827,195,GPRa,NaN
3828,195,GPRa,127
3829,195,GPRa,NaN
3830,195,GPRa,NaN
3831,195,GPRa,NaN
3832,195,GPRa,NaN
3833,195,GPRa,NaN
3834,195,GPRa,73
3835,195,GPRa,NaN
3836,195,GPRa,NaN
3837,195,GPRa,65
3838,195,GPRa,73
3839,195,GPRa,NaN
3840,195,GPRa,55
3841,195,GPRa,NaN
3842,195,GPRa,169
3843,195,GPRa,171
3844,195,GPRa,NaN
3845,195,GPRa,48
3846,195,GPRa,NaN
3847,195,GPRa,140
3848,195,GPRa,259
3849,195,GPRa,182
3850,195,GPRa,161
3851,195,GPRa,NaN
3852,195,GPRa,NaN
3853,195,GPRa,NaN
3854,195,GPRa,NaN
3855,195,GPRa,NaN
3856,195,GPRa,NaN
3857,195,GPRa,98
3858,195,GPRa,45
3859,195,GPRa,81
3860,195,GPRa,NaN
3861,195,GPRa,72
3862,195,GPRa,74
3863,195,GPRa,NaN
3864,195,GPRa,111
3865,195,GPRa,NaN
3866,195,GPRa,NaN
3867,195,GPRa,158
3868,195,GPRa,NaN
3869,195,GPRa,45
3870,195,GPRa,67
3871,195,GPRa,46
3872,195,GPRa,60
3873,195,GPRa,181
3874,195,GPRa,77
3875,195,GPRa,108
3876,195,GPRa,153
3877,195,GPRa,214
3878,195,GPRa,48
3879,195,GPRa,6
3880,195,GPRa,NaN
3881,195,GPRa,NaN
3882,195,GPRa,NaN
3883,195,GPRa,NaN
3884,195,GPRa,NaN
3885,195,GPRa,NaN
3886,195,GPRa,NaN
3887,195,GPRa,NaN
3888,195,GPRa,NaN
3889,195,GPRa,NaN
3890,195,GPRa,NaN
3891,195,GPRa,NaN
3892,195,GPRa,NaN
3893,195,GPRa,92
3894,195,GPRa,139
3895,195,GPRa,134
3896,195,GPRa,265
3897,195,GPRa,86
3898,195,GPRa,259
3899,195,GPRa,NaN
3900,195,GPRa,NaN
3901,195,GPRa,66
3902,195,GPRa,NaN
3903,195,GPRa,NaN
3904,195,GPRa,184
3905,195,GPRa,28
3906,195,GPRa,27
3907,195,GPRa,NaN
3908,195,GPRa,NaN
3909,195,GPRa,NaN
3910,195,GPRa,293
3911,195,GPRa,NaN
3912,195,GPRa,NaN
3913,195,GPRa,NaN
3914,195,GPRa,100
3915,195,GPRa,NaN
3916,195,GPRa,310
3917,195,GPRa,663
3918,195,GPRa,867
3919,195,GPRa,123
3920,195,GPRa,NaN
3921,195,GPRa,NaN
3922,195,GPRa,107
3923,195,GPRa,234
3924,195,GPRa,391
3925,195,GPRa,78
3926,195,GPRa,96
3927,195,GPRa,45
3928,195,GPRa,NaN
3929,195,GPRa,NaN
3930,195,GPRa,349
3931,195,GPRa,NaN
3932,195,GPRa,293
3933,195,GPRa,106
3934,195,GPRa,102
3935,195,GPRa,301
3936,195,GPRa,270
3937,195,GPRa,122
3938,195,GPRa,154
3939,195,GPRa,362
3940,195,GPRa,239
3941,195,GPRa,363
3942,195,GPRa,324
3943,195,GPRa,127
3944,195,GPRa,210
3945,195,GPRa,417
3946,195,GPRa,80
3947,195,GPRa,223
3948,195,GPRa,106
3949,195,GPRa,NaN
3950,195,GPRa,67
3951,195,GPRa,96
3952,195,GPRa,115
3953,195,GPRa,245
3954,195,GPRa,641
3955,195,GPRa,103
3956,195,GPRa,197
3957,195,GPRa,197
3958,195,GPRa,225
3959,195,GPRa,316
3960,195,GPRa,NaN
3961,195,GPRa,220
3962,195,GPRa,NaN
3963,195,GPRa,NaN
3964,195,GPRa,148
3965,195,GPRa,172
3966,195,GPRa,87
3967,195,GPRa,143
3968,195,GPRa,48
3969,195,GPRa,222
3970,195,GPRa,566
3971,195,GPRa,164
3972,195,GPRa,791
3973,195,GPRa,NaN
3974,195,GPRa,615
3975,195,GPRa,664
3976,195,GPRa,430
3977,195,GPRa,386
3978,195,GPRa,787
3979,195,GPRa,695
3980,195,GPRa,167
3981,195,GPRa,327
3982,195,GPRa,648
3983,195,GPRa,NaN
3984,195,GPRa,NaN
3985,195,GPRa,595
3986,195,GPRa,NaN
3987,195,GPRa,880
3988,195,GPRa,177
3989,195,GPRa,569
3990,195,GPRa,590
3991,195,GPRa,NaN
3992,195,GPRa,NaN
3993,195,GPRa,NaN
3994,195,GPRa,113
3995,195,GPRa,NaN
3996,195,GPRa,NaN
3997,195,GPRa,NaN
3998,195,GPRa,56
3999,195,GPRa,71
4000,195,GPRa,109
4001,195,GPRa,NaN
4002,195,GPRa,NaN
4003,195,GPRa,NaN
4004,195,GPRa,NaN
4005,195,GPRa,NaN
4006,195,GPRa,NaN
4007,195,GPRa,7
4008,195,GPRa,NaN
4009,195,GPRa,NaN
4010,195,GPRa,91
4011,195,GPRa,NaN
4012,195,GPRa,127
4013,195,GPRa,NaN
4014,195,GPRa,NaN
4015,195,GPRa,NaN
4016,195,GPRa,NaN
4017,195,GPRa,NaN
4018,195,GPRa,270
4019,195,GPRa,NaN
4020,195,GPRa,68
4021,195,GPRa,55
4022,195,GPRa,134
4023,195,GPRa,90
4024,195,GPRa,56
4025,195,GPRa,81
4026,195,GPRa,NaN
4027,195,GPRa,225
4028,195,GPRa,145
4029,195,GPRa,483
4030,195,GPRa,390
4031,195,GPRa,NaN
4032,195,GPRa,109
4033,195,GPRa,NaN
4034,195,GPRa,NaN
4035,195,GPRa,58
4036,195,GPRa,NaN
4037,195,GPRa,NaN
4038,195,GPRa,68
4039,195,GPRa,60
4040,195,GPRa,NaN
4041,195,GPRa,NaN
4042,195,GPRa,238
4043,195,GPRa,177
4044,195,GPRa,NaN
4045,195,GPRa,NaN
4046,195,GPRa,NaN
4047,195,GPRa,NaN
4048,195,GPRa,59
4049,195,GPRa,NaN
4050,195,GPRa,228
4051,195,GPRa,234
4052,195,GPRa,506
4053,195,GPRa,NaN
4054,195,GPRa,656
4055,195,GPRa,560
4056,195,GPRa,NaN
4057,195,GPRa,NaN
4058,195,GPRa,NaN
4059,195,GPRa,99
4060,195,GPRa,4
4061,195,GPRa,185
4062,195,GPRa,129
4063,195,GPRa,91
4064,195,GPRa,92
4065,195,GPRa,55
4066,195,GPRa,124
4067,195,GPRa,NaN
4068,195,GPRa,283
4069,195,GPRa,270
4070,195,GPRa,84
4071,195,GPRa,301
4072,195,GPRa,139
4073,195,GPRa,76
4074,195,GPRa,174
4075,195,GPRa,214
4076,195,GPRa,NaN
4077,195,GPRa,NaN
4078,195,GPRa,NaN
4079,195,GPRa,NaN
4080,195,GPRa,NaN
4081,195,GPRa,259
4082,195,GPRa,87
4083,195,GPRa,90
4084,195,GPRa,157
4085,195,GPRa,NaN
4086,195,GPRa,NaN
4087,195,GPRa,NaN
4088,195,GPRa,418
4089,195,GPRa,NaN
4090,195,GPRa,NaN
4091,195,GPRa,279
4092,195,GPRa,NaN
4093,195,GPRa,NaN
4094,195,GPRa,95
4095,195,GPRa,95
4096,195,GPRa,NaN
4097,195,GPRa,199
4098,195,GPRa,55
4099,195,GPRa,547
4100,195,GPRa,388
4101,195,GPRa,NaN
4102,195,GPRa,664
4103,195,GPRa,324
4104,195,GPRa,438
4105,195,GPRa,628
4106,195,GPRa,333
4107,195,GPRa,195
4108,195,GPRa,397
4109,195,GPRa,371
4110,195,GPRa,515
4111,195,GPRa,374
4112,195,GPRa,NaN
4113,195,GPRa,NaN
4114,195,GPRa,NaN
4115,195,GPRa,NaN
4116,195,GPRa,106
4117,195,GPRa,197
4118,195,GPRa,70
4119,195,GPRa,181
4120,195,GPRa,NaN
4121,195,GPRa,NaN
4122,195,GPRa,NaN
4123,195,GPRa,95
4124,195,GPRa,NaN
4125,195,GPRa,NaN
4126,195,GPRa,NaN
4127,195,GPRa,405
4128,195,GPRa,114
4129,195,GPRa,NaN
4130,195,GPRa,NaN
4131,195,GPRa,286
4132,195,GPRa,341
4133,195,GPRa,785
4134,195,GPRa,481
4135,195,GPRa,93
4136,195,GPRa,NaN
4137,195,GPRa,NaN
4138,195,GPRa,716
4139,195,GPRa,305
4140,195,GPRa,NaN
4141,195,GPRa,236
4142,195,GPRa,119
4143,195,GPRa,NaN
4144,195,GPRa,NaN
4145,195,GPRa,305
4146,195,GPRa,310
4147,195,GPRa,467
4148,195,GPRa,546
4149,195,GPRa,518
4150,195,GPRa,598
4151,195,GPRa,774
4152,195,GPRa,452
4153,195,GPRa,781
4154,195,GPRa,698
4155,195,GPRa,697
4156,195,GPRa,437
4157,195,GPRa,870
4158,195,GPRa,223
4159,195,GPRa,445
4160,195,GPRa,210
4161,195,GPRa,NaN
4162,195,GPRa,NaN
4163,195,GPRa,NaN
4164,195,GPRa,61
4165,195,GPRa,NaN
4166,195,GPRa,227
4167,195,GPRa,NaN
4168,195,GPRa,91
4169,195,GPRa,693
4170,195,GPRa,874
4171,195,GPRa,945
4172,195,GPRa,970
4173,195,GPRa,872
4174,195,GPRa,777
4175,195,GPRa,851
4176,195,GPRa,990
4177,195,GPRa,730
4178,195,GPRa,439
4179,195,GPRa,653
4180,195,GPRa,60
4181,195,GPRa,250
4182,195,GPRa,281
4183,195,GPRa,644
4184,195,GPRa,NaN
4185,195,GPRa,82
4186,195,GPRa,174
4187,195,GPRa,207
4188,195,GPRa,184
4189,195,GPRa,328
4190,195,GPRa,284
4191,195,GPRa,NaN
4192,195,GPRa,NaN
4193,195,GPRa,NaN
4194,195,GPRa,NaN
4195,195,GPRa,NaN
4196,195,GPRa,97
4197,195,GPRa,311
4198,195,GPRa,210
4199,195,GPRa,235
4200,195,GPRa,904
4201,195,GPRa,176
4202,195,GPRa,914
4203,195,GPRa,109
4204,195,GPRa,147
4205,195,GPRa,412
4206,195,GPRa,771
4207,195,GPRa,1
4208,195,GPRa,204
4209,195,GPRa,333
4210,195,GPRa,908
4211,195,GPRa,177
4212,195,GPRa,203
4213,195,GPRa,17
4214,195,GPRa,280
4215,195,GPRa,49
4216,195,GPRa,111
4217,195,GPRa,254
4218,195,GPRa,135
4219,195,GPRa,49
4220,195,GPRa,750
4221,195,GPRa,762
4222,195,GPRa,807
4223,195,GPRa,506
4224,195,GPRa,116
4225,195,GPRa,775
4226,195,GPRa,758
4227,195,GPRa,551
4228,195,GPRa,228
4229,195,GPRa,952
4230,195,GPRa,733
4231,195,GPRa,294
4232,195,GPRa,283
4233,195,GPRa,239
4234,195,GPRa,292
4235,195,GPRa,NaN
4236,195,GPRa,NaN
4237,195,GPRa,170
4238,195,GPRa,109
4239,195,GPRa,259
4240,195,GPRa,85
4241,195,GPRa,469
4242,195,GPRa,396
4243,195,GPRa,477
4244,195,GPRa,446
4245,195,GPRa,213
4246,195,GPRa,202
4247,195,GPRa,NaN
4248,195,GPRa,NaN
4249,195,GPRa,NaN
4250,195,GPRa,391
4251,195,GPRa,NaN
4252,195,GPRa,372
4253,195,GPRa,NaN
4254,195,GPRa,314
4255,195,GPRa,397
4256,195,GPRa,NaN
4257,195,GPRa,NaN
4258,195,GPRa,255
4259,195,GPRa,98
4260,195,GPRa,52
4261,195,GPRa,292
4262,195,GPRa,NaN
4263,195,GPRa,NaN
4264,195,GPRa,126
4265,195,GPRa,57
4266,195,GPRa,352
4267,195,GPRa,286
4268,195,GPRa,114
4269,195,GPRa,73
4270,195,GPRa,80
4271,195,GPRa,464
4272,195,GPRa,NaN
4273,195,GPRa,NaN
4274,195,GPRa,NaN
4275,195,GPRa,NaN
4276,195,GPRa,NaN
4277,195,GPRa,NaN
4278,195,GPRa,NaN
4279,195,GPRa,NaN
4280,195,GPRa,NaN
4281,195,GPRa,NaN
4282,195,GPRa,NaN
4283,195,GPRa,NaN
4284,195,GPRa,NaN
4285,195,GPRa,NaN
4286,195,GPRa,NaN
4287,195,GPRa,131
4288,195,GPRa,NaN
4289,195,GPRa,NaN
4290,195,GPRa,NaN
4291,195,GPRa,NaN
4292,195,GPRa,NaN
4293,195,GPRa,NaN
4294,195,GPRa,NaN
4295,195,GPRa,NaN
4296,195,GPRa,NaN
4297,195,GPRa,NaN
4298,195,GPRa,NaN
4299,195,GPRa,268
4300,195,GPRa,NaN
4301,195,GPRa,583
4302,195,GPRa,79
4303,195,GPRa,NaN
4304,195,GPRa,NaN
4305,195,GPRa,71
4306,195,GPRa,NaN
4307,195,GPRa,NaN
4308,195,GPRa,515
4309,195,GPRa,507
4310,195,GPRa,NaN
4311,195,GPRa,NaN
4312,195,GPRa,NaN
4313,195,GPRa,NaN
4314,195,GPRa,53
4315,195,GPRa,107
4316,195,GPRa,NaN
4317,195,GPRa,NaN
4318,195,GPRa,NaN
4319,195,GPRa,NaN
4320,195,GPRa,NaN
4321,195,GPRa,NaN
4322,195,GPRa,NaN
4323,195,GPRa,NaN
4324,195,GPRa,NaN
4325,195,GPRa,121
4326,195,GPRa,18
4327,195,GPRa,147
4328,195,GPRa,132
4329,195,GPRa,231
4330,195,GPRa,92
4331,195,GPRa,120
4332,195,GPRa,177
4333,195,GPRa,70
4334,195,GPRa,3
4335,195,GPRa,150
4336,195,GPRa,90
4337,195,GPRa,128
4338,195,GPRa,133
4339,195,GPRa,67
4340,195,GPRa,56
4341,195,GPRa,38
4342,195,GPRa,42
4343,195,GPRa,NaN
4344,195,GPRa,NaN
4345,195,GPRa,195
4346,195,GPRa,164
4347,195,GPRa,171
4348,195,GPRa,208
4349,195,GPRa,86
4350,195,GPRa,104
4351,195,GPRa,NaN
4352,195,GPRa,NaN
4353,195,GPRa,688
4354,195,GPRa,NaN
4355,195,GPRa,NaN
4356,195,GPRa,NaN
4357,195,GPRa,NaN
4358,195,GPRa,NaN
4359,195,GPRa,NaN
4360,195,GPRa,NaN
4361,195,GPRa,NaN
4362,195,GPRa,NaN
4363,195,GPRa,NaN
4364,195,GPRa,NaN
4365,195,GPRa,NaN
4366,195,GPRa,NaN
4367,195,GPRa,NaN
4368,195,GPRa,NaN
4369,195,GPRa,290
4370,195,GPRa,78
4371,195,GPRa,217
4372,195,GPRa,302
4373,195,GPRa,253
4374,195,GPRa,437
4375,195,GPRa,1039
4376,195,GPRa,NaN
4377,195,GPRa,NaN
4378,195,GPRa,NaN
4379,195,GPRa,69
4380,195,GPRa,NaN
4381,195,GPRa,NaN
4382,195,GPRa,NaN
4383,195,GPRa,NaN
4384,195,GPRa,NaN
4385,195,GPRa,NaN
4386,195,GPRa,14
4387,195,GPRa,NaN
4388,195,GPRa,NaN
4389,195,GPRa,NaN
4390,195,GPRa,1
4391,195,GPRa,1
4392,195,GPRa,NaN
4393,195,GPRa,NaN
4394,195,GPRa,81
4395,195,GPRa,NaN
4396,195,GPRa,NaN
4397,195,GPRa,151
4398,195,GPRa,227
4399,195,GPRa,NaN
4400,195,GPRa,276
4401,195,GPRa,NaN
4402,195,GPRa,NaN
4403,195,GPRa,NaN
4404,195,GPRa,75
4405,195,GPRa,104
4406,195,GPRa,NaN
4407,195,GPRa,NaN
4408,195,GPRa,536
4409,195,GPRa,211
4410,195,GPRa,397
4411,195,GPRa,355
4412,195,GPRa,513
4413,195,GPRa,84
4414,195,GPRa,425
4415,195,GPRa,NaN
4416,195,GPRa,612
4417,195,GPRa,NaN
4418,195,GPRa,452
4419,195,GPRa,103
4420,195,GPRa,NaN
4421,195,GPRa,160
4422,195,GPRa,NaN
4423,195,GPRa,NaN
4424,195,GPRa,24
4425,195,GPRa,83
4426,195,GPRa,NaN
4427,195,GPRa,770
4428,195,GPRa,105
4429,195,GPRa,118
4430,195,GPRa,88
4431,195,GPRa,NaN
4432,195,GPRa,NaN
4433,195,GPRa,1783
4434,195,GPRa,NaN
4435,195,GPRa,NaN
4436,195,GPRa,1039
4437,195,GPRa,4
4438,195,GPRa,1671
4439,195,GPRa,1801
4440,195,GPRa,89
4441,195,GPRa,135
4442,195,GPRa,105
4443,195,GPRa,1396
4444,195,GPRa,1088
4445,195,GPRa,791
4446,195,GPRa,NaN
4447,195,GPRa,NaN
4448,195,GPRa,NaN
4449,195,GPRa,99
4450,195,GPRa,NaN
4451,195,GPRa,120
4452,195,GPRa,112
4453,195,GPRa,NaN
4454,195,GPRa,NaN
4455,195,GPRa,113
4456,195,GPRa,NaN
4457,195,GPRa,NaN
4458,195,GPRa,618
4459,195,GPRa,530
4460,195,GPRa,597
4461,195,GPRa,NaN
4462,195,GPRa,NaN
4463,195,GPRa,NaN
4464,195,GPRa,407
4465,195,GPRa,NaN
4466,195,GPRa,NaN
4467,195,GPRa,NaN
4468,195,GPRa,359
4469,195,GPRa,97
4470,195,GPRa,NaN
4471,195,GPRa,NaN
4472,195,GPRa,NaN
4473,195,GPRa,204
4474,195,GPRa,NaN
4475,195,GPRa,NaN
4476,195,GPRa,47
4477,195,GPRa,52
4478,195,GPRa,NaN
4479,195,GPRa,181
4480,195,GPRa,NaN
4481,195,GPRa,140
4482,195,GPRa,142
4483,195,GPRa,210
4484,195,GPRa,NaN
4485,195,GPRa,NaN
4486,195,GPRa,NaN
4487,195,GPRa,NaN
4488,195,GPRa,NaN
4489,195,GPRa,NaN
4490,195,GPRa,NaN
4491,195,GPRa,NaN
4492,195,GPRa,NaN
4493,195,GPRa,NaN
4494,195,GPRa,170
4495,195,GPRa,93
4496,195,GPRa,121
4497,195,GPRa,NaN
4498,195,GPRa,104
4499,195,GPRa,73
4500,195,GPRa,80
4501,195,GPRa,NaN
4502,195,GPRa,NaN
4503,195,GPRa,NaN
4504,195,GPRa,NaN
4505,195,GPRa,NaN
4506,195,GPRa,NaN
4507,195,GPRa,NaN
4508,195,GPRa,NaN
4509,195,GPRa,142
4510,195,GPRa,149
4511,195,GPRa,NaN
4512,195,GPRa,NaN
4513,195,GPRa,212
4514,195,GPRa,NaN
4515,195,GPRa,NaN
4516,195,GPRa,NaN
4517,195,GPRa,NaN
4518,195,GPRa,NaN
4519,195,GPRa,135
4520,195,GPRa,NaN
4521,195,GPRa,133
4522,195,GPRa,NaN
4523,195,GPRa,NaN
4524,195,GPRa,NaN
4525,195,GPRa,NaN
4526,195,GPRa,NaN
4527,195,GPRa,NaN
4528,195,GPRa,19
4529,195,GPRa,84
4530,195,GPRa,NaN
4531,195,GPRa,NaN
4532,195,GPRa,NaN
4533,195,GPRa,111
4534,195,GPRa,93
4535,195,GPRa,141
4536,195,GPRa,134
4537,195,GPRa,276
4538,195,GPRa,72
4539,195,GPRa,279
4540,195,GPRa,109
4541,195,GPRa,101
4542,195,GPRa,124
4543,195,GPRa,106
4544,195,GPRa,NaN
4545,195,GPRa,NaN
4546,195,GPRa,185
4547,195,GPRa,41
4548,195,GPRa,42
4549,195,GPRa,NaN
4550,195,GPRa,297
4551,195,GPRa,NaN
4552,195,GPRa,NaN
4553,195,GPRa,NaN
4554,195,GPRa,107
4555,195,GPRa,NaN
4556,195,GPRa,316
4557,195,GPRa,891
4558,195,GPRa,NaN
4559,195,GPRa,867
4560,195,GPRa,130
4561,195,GPRa,80
4562,195,GPRa,90
4563,195,GPRa,85
4564,195,GPRa,89
4565,195,GPRa,220
4566,195,GPRa,397
4567,195,GPRa,82
4568,195,GPRa,NaN
4569,195,GPRa,85
4570,195,GPRa,26
4571,195,GPRa,51
4572,195,GPRa,51
4573,195,GPRa,354
4574,195,GPRa,NaN
4575,195,GPRa,301
4576,195,GPRa,95
4577,195,GPRa,111
4578,195,GPRa,209
4579,195,GPRa,273
4580,195,GPRa,91
4581,195,GPRa,121
4582,195,GPRa,287
4583,195,GPRa,276
4584,195,GPRa,367
4585,195,GPRa,329
4586,195,GPRa,115
4587,195,GPRa,158
4588,195,GPRa,425
4589,195,GPRa,223
4590,195,GPRa,123
4591,195,GPRa,NaN
4592,195,GPRa,88
4593,195,GPRa,NaN
4594,195,GPRa,44
4595,195,GPRa,104
4596,195,GPRa,216
4597,195,GPRa,628
4598,195,GPRa,106
4599,195,GPRa,200
4600,195,GPRa,198
4601,195,GPRa,298
4602,195,GPRa,NaN
4603,195,GPRa,127
4604,195,GPRa,NaN
4605,195,GPRa,NaN
4606,195,GPRa,292
4607,195,GPRa,174
4608,195,GPRa,87
4609,195,GPRa,149
4610,195,GPRa,NaN
4611,195,GPRa,237
4612,195,GPRa,571
4613,195,GPRa,174
4614,195,GPRa,789
4615,195,GPRa,NaN
4616,195,GPRa,628
4617,195,GPRa,671
4618,195,GPRa,431
4619,195,GPRa,391
4620,195,GPRa,788
4621,195,GPRa,703
4622,195,GPRa,327
4623,195,GPRa,653
4624,195,GPRa,NaN
4625,195,GPRa,NaN
4626,195,GPRa,602
4627,195,GPRa,NaN
4628,195,GPRa,880
4629,195,GPRa,227
4630,195,GPRa,629
4631,195,GPRa,585
4632,195,GPRa,288
4633,195,GPRa,296
4634,195,GPRa,281
4635,195,GPRa,NaN
4636,195,GPRa,NaN
4637,195,GPRa,384
4638,195,GPRa,NaN
4639,195,GPRa,317
4640,195,GPRa,NaN
4641,195,GPRa,15
4642,195,GPRa,43
4643,195,GPRa,NaN
4644,195,GPRa,5
4645,195,GPRa,NaN
4646,195,GPRa,NaN
4647,195,GPRa,NaN
4648,195,GPRa,245
4649,195,GPRa,129
4650,195,GPRa,50
4651,195,GPRa,102
4652,195,GPRa,NaN
4653,195,GPRa,NaN
4654,195,GPRa,431
4655,195,GPRa,634
4656,195,GPRa,642
4657,195,GPRa,111
4658,195,GPRa,464
4659,195,GPRa,441
4660,195,GPRa,505
4661,195,GPRa,550
4662,195,GPRa,90
4663,195,GPRa,20
4664,195,GPRa,940
4665,195,GPRa,502
4666,195,GPRa,451
4667,195,GPRa,444
4668,195,GPRa,640
4669,195,GPRa,646
4670,195,GPRa,495
4671,195,GPRa,460
4672,195,GPRa,518
4673,195,GPRa,511
4674,195,GPRa,118
4675,195,GPRa,164
4676,195,GPRa,NaN
4677,195,GPRa,NaN
4678,195,GPRa,283
4679,195,GPRa,249
4680,195,GPRa,512
4681,195,GPRa,282
4682,195,GPRa,334
4683,195,GPRa,121
4684,195,GPRa,138
4685,195,GPRa,247
4686,195,GPRa,NaN
4687,195,GPRa,85
4688,195,GPRa,272
4689,195,GPRa,73
4690,195,GPRa,NaN
4691,195,GPRa,294
4692,195,GPRa,406
4693,195,GPRa,652
4694,195,GPRa,380
4695,195,GPRa,NaN
4696,195,GPRa,699
4697,195,GPRa,535
4698,195,GPRa,99
4699,195,GPRa,61
4700,195,GPRa,106
4701,195,GPRa,71
4702,195,GPRa,133
4703,195,GPRa,116
4704,195,GPRa,96
4705,195,GPRa,210
4706,195,GPRa,232
4707,195,GPRa,824
4708,195,GPRa,221
4709,195,GPRa,733
4710,195,GPRa,339
4711,195,GPRa,117
4712,195,GPRa,388
4713,195,GPRa,248
4714,195,GPRa,450
4715,195,GPRa,1083
4716,195,GPRa,759
4717,195,GPRa,710
4718,195,GPRa,887
4719,195,GPRa,174
4720,195,GPRa,146
4721,195,GPRa,64
4722,195,GPRa,75
4723,195,GPRa,106
4724,195,GPRa,134
4725,195,GPRa,34
4726,195,GPRa,314
4727,195,GPRa,287
4728,195,GPRa,129
4729,195,GPRa,209
4730,195,GPRa,91
4731,195,GPRa,1036
4732,195,GPRa,81
4733,195,GPRa,489
4734,195,GPRa,470
4735,195,GPRa,259
4736,195,GPRa,127
4737,195,GPRa,786
4738,195,GPRa,253
4739,195,GPRa,108
4740,195,GPRa,481
4741,195,GPRa,149
4742,195,GPRa,321
4743,195,GPRa,222
4744,195,GPRa,184
4745,195,GPRa,67
4746,195,GPRa,262
4747,195,GPRa,305
4748,195,GPRa,171
4749,195,GPRa,NaN
4750,195,GPRa,NaN
4751,195,GPRa,NaN
4752,195,GPRa,62
4753,195,GPRa,825
4754,195,GPRa,348
4755,195,GPRa,992
4756,195,GPRa,NaN
4757,195,GPRa,114
4758,195,GPRa,NaN
4759,195,GPRa,NaN
4760,195,GPRa,NaN
4761,195,GPRa,NaN
4762,195,GPRa,NaN
4763,195,GPRa,NaN
4764,195,GPRa,NaN
4765,195,GPRa,NaN
4766,195,GPRa,NaN
4767,195,GPRa,NaN
