GlaThiDa_ID,SURVEY_FREQUENCY,SURVEY_METHOD,MAXIMUM_THICKNESS
2601,150,GPRa,898
2602,150,GPRa,621
2603,150,GPRa,298
2604,150,GPRa,913
2605,150,GPRa,300
2606,150,GPRa,669
2607,150,GPRa,459
2608,150,GPRa,411
2609,150,GPRa,1063
2610,150,GPRa,143
2611,150,GPRa,63
2612,150,GPRa,832
2613,150,GPRa,378
2614,150,GPRa,145
2615,150,GPRa,829
2616,150,GPRa,732
2617,150,GPRa,129
2618,150,GPRa,424
2619,150,GPRa,695
2620,150,GPRa,303
2621,150,GPRa,704
2622,150,GPRa,294
2623,150,GPRa,249
2624,150,GPRa,32
2625,150,GPRa,152
2626,150,GPRa,192
2627,150,GPRa,306
2628,150,GPRa,153
2629,150,GPRa,655
2630,150,GPRa,766
2631,150,GPRa,179
2632,150,GPRa,94
2633,150,GPRa,45
2634,150,GPRa,238
2635,150,GPRa,909
2636,150,GPRa,773
2637,150,GPRa,659
2638,150,GPRa,659
2639,150,GPRa,327
2640,150,GPRa,667
2641,150,GPRa,869
2642,150,GPRa,591
2643,150,GPRa,524
2644,150,GPRa,645
2645,150,GPRa,462
2646,150,GPRa,381
2647,150,GPRa,476
2648,150,GPRa,431
2649,150,GPRa,510
2650,150,GPRa,562
2651,150,GPRa,660
2652,150,GPRa,444
2653,150,GPRa,97
2654,150,GPRa,1504
2655,150,GPRa,169
2656,150,GPRa,1205
2657,150,GPRa,546
2658,150,GPRa,700
2659,150,GPRa,736
2660,150,GPRa,851
2661,150,GPRa,891
2662,150,GPRa,459
2663,150,GPRa,646
2664,150,GPRa,782
2665,150,GPRa,915
2666,150,GPRa,655
2667,150,GPRa,689
2668,150,GPRa,585
2669,150,GPRa,696
2670,150,GPRa,691
2671,150,GPRa,924
2672,150,GPRa,809
2673,150,GPRa,416
2674,150,GPRa,1111
2675,150,GPRa,598
2676,150,GPRa,34
2677,150,GPRa,39
2678,150,GPRa,277
2679,150,GPRa,255
2680,150,GPRa,311
2681,150,GPRa,54
2682,150,GPRa,104
2683,150,GPRa,292
2684,150,GPRa,297
2685,150,GPRa,256
2686,150,GPRa,610
2687,150,GPRa,111
2688,150,GPRa,236
2689,150,GPRa,465
2690,150,GPRa,527
2691,150,GPRa,546
2692,150,GPRa,527
2693,150,GPRa,68
2694,150,GPRa,154
2695,150,GPRa,276
2696,150,GPRa,180
2697,150,GPRa,308
2698,150,GPRa,279
2699,150,GPRa,156
2700,150,GPRa,657
2701,150,GPRa,622
2702,150,GPRa,644
2703,150,GPRa,553
2704,150,GPRa,371
2705,150,GPRa,836
2706,150,GPRa,742
2707,150,GPRa,561
2708,150,GPRa,614
2709,150,GPRa,827
2710,150,GPRa,727
2711,150,GPRa,177
2712,150,GPRa,708
2713,150,GPRa,671
2714,150,GPRa,42
2715,150,GPRa,638
2716,150,GPRa,767
2717,150,GPRa,756
2718,150,GPRa,609
2719,150,GPRa,850
2720,150,GPRa,246
2721,150,GPRa,624
2722,150,GPRa,449
2723,150,GPRa,391
2724,150,GPRa,795
2725,150,GPRa,314
2726,150,GPRa,655
2727,150,GPRa,574
2728,150,GPRa,613
2729,150,GPRa,587
2730,150,GPRa,678
2731,150,GPRa,196
2732,150,GPRa,499
2733,150,GPRa,473
2734,150,GPRa,563
2735,150,GPRa,7
2736,150,GPRa,85
2737,150,GPRa,424
2738,150,GPRa,407
2739,150,GPRa,268
2740,150,GPRa,390
2741,150,GPRa,461
2742,150,GPRa,382
2743,150,GPRa,517
2744,150,GPRa,436
2745,150,GPRa,424
2746,150,GPRa,801
2747,150,GPRa,410
2748,150,GPRa,479
2749,150,GPRa,186
2750,150,GPRa,259
2751,150,GPRa,241
2752,150,GPRa,461
2753,150,GPRa,753
2754,150,GPRa,636
2755,150,GPRa,406
2756,150,GPRa,422
2757,150,GPRa,371
2758,150,GPRa,471
2759,150,GPRa,672
2760,150,GPRa,221
2761,150,GPRa,480
2762,150,GPRa,468
2763,150,GPRa,555
2764,60,GPRa,277
2765,60,GPRa,202
2766,60,GPRa,4
2767,60,GPRa,120
2768,60,GPRa,3151
2769,60,GPRa,372
2770,60,GPRa,397
2771,60,GPRa,906
2772,60,GPRa,850
2773,60,GPRa,631
2774,60,GPRa,331
2775,60,GPRa,493
2776,60,GPRa,1152
2777,60,GPRa,556
2778,60,GPRa,697
2779,60,GPRa,176
2780,60,GPRa,1117
2781,60,GPRa,35
2782,60,GPRa,11
2783,60,GPRa,25
2784,60,GPRa,6
2785,60,GPRa,41
2786,60,GPRa,158
2787,60,GPRa,39
2788,60,GPRa,394
2789,60,GPRa,11
2790,60,GPRa,NaN
2791,60,GPRa,NaN
2792,60,GPRa,156
2793,60,GPRa,91
2794,60,GPRa,126
2795,60,GPRa,200
2796,60,GPRa,1
2797,60,GPRa,213
2798,60,GPRa,223
2799,60,GPRa,NaN
2800,60,GPRa,151
2801,60,GPRa,292
2802,195,GPRa,398
2803,195,GPRa,442
2804,195,GPRa,724
2805,195,GPRa,407
2806,195,GPRa,168
2807,195,GPRa,172
2808,195,GPRa,168
2809,195,GPRa,145
2810,195,GPRa,373
2811,195,GPRa,NaN
2812,195,GPRa,1408
2813,195,GPRa,67
2814,195,GPRa,67
2815,195,GPRa,NaN
2816,195,GPRa,81
2817,195,GPRa,99
2818,195,GPRa,48
2819,195,GPRa,1985
2820,195,GPRa,179
2821,195,GPRa,NaN
2822,195,GPRa,1492
2823,195,GPRa,1751
2824,195,GPRa,1195
2825,195,GPRa,24
2826,195,GPRa,84
2827,195,GPRa,NaN
2828,195,GPRa,44
2829,195,GPRa,NaN
2830,195,GPRa,NaN
2831,195,GPRa,54
2832,195,GPRa,NaN
2833,195,GPRa,940
2834,195,GPRa,1059
2835,195,GPRa,836
2836,195,GPRa,NaN
2837,195,GPRa,611
2838,195,GPRa,NaN
2839,195,GPRa,NaN
2840,195,GPRa,294
2841,195,GPRa,NaN
2842,195,GPRa,288
2843,195,GPRa,NaN
2844,195,GPRa,NaN
2845,195,GPRa,79
2846,195,GPRa,NaN
2847,195,GPRa,NaN
2848,195,GPRa,NaN
2849,195,GPRa,NaN
2850,195,GPRa,365
2851,195,GPRa,NaN
2852,195,GPRa,30
2853,195,GPRa,108
2854,195,GPRa,68
2855,195,GPRa,NaN
2856,195,GPRa,58
2857,195,GPRa,NaN
2858,195,GPRa,NaN
2859,195,GPRa,NaN
2860,195,GPRa,NaN
2861,195,GPRa,NaN
2862,195,GPRa,NaN
2863,195,GPRa,NaN
2864,195,GPRa,NaN
2865,195,GPRa,18
2866,195,GPRa,NaN
2867,195,GPRa,27
2868,195,GPRa,NaN
2869,195,GPRa,64
2870,195,GPRa,NaN
2871,195,GPRa,NaN
2872,195,GPRa,NaN
2873,195,GPRa,55
2874,195,GPRa,NaN
2875,195,GPRa,NaN
2876,195,GPRa,NaN
2877,195,GPRa,102
2878,195,GPRa,NaN
2879,195,GPRa,NaN
2880,195,GPRa,45
2881,195,GPRa,NaN
2882,195,GPRa,95
2883,195,GPRa,NaN
2884,195,GPRa,53
2885,195,GPRa,91
2886,195,GPRa,NaN
2887,195,GPRa,79
2888,195,GPRa,NaN
2889,195,GPRa,NaN
2890,195,GPRa,50
2891,195,GPRa,39
2892,195,GPRa,55
2893,195,GPRa,167
2894,195,GPRa,51
2895,195,GPRa,1359
2896,195,GPRa,1303
2897,195,GPRa,1666
2898,195,GPRa,87
2899,195,GPRa,NaN
2900,195,GPRa,NaN
2901,195,GPRa,NaN
2902,195,GPRa,NaN
2903,195,GPRa,NaN
2904,195,GPRa,263
2905,195,GPRa,216
2906,195,GPRa,NaN
2907,195,GPRa,73
2908,195,GPRa,229
2909,195,GPRa,292
2910,195,GPRa,599
2911,195,GPRa,NaN
2912,195,GPRa,NaN
2913,195,GPRa,NaN
2914,195,GPRa,NaN
2915,195,GPRa,NaN
2916,195,GPRa,NaN
2917,195,GPRa,NaN
2918,195,GPRa,NaN
2919,195,GPRa,NaN
2920,195,GPRa,NaN
2921,195,GPRa,NaN
2922,195,GPRa,NaN
2923,195,GPRa,NaN
2924,195,GPRa,NaN
2925,195,GPRa,NaN
2926,195,GPRa,NaN
2927,195,GPRa,NaN
2928,195,GPRa,NaN
2929,195,GPRa,NaN
2930,195,GPRa,NaN
2931,195,GPRa,NaN
2932,195,GPRa,NaN
2933,195,GPRa,NaN
2934,195,GPRa,NaN
2935,195,GPRa,NaN
2936,195,GPRa,NaN
2937,195,GPRa,NaN
2938,195,GPRa,NaN
2939,195,GPRa,180
2940,195,GPRa,107
2941,195,GPRa,62
2942,195,GPRa,NaN
2943,195,GPRa,NaN
2944,195,GPRa,NaN
2945,195,GPRa,NaN
2946,195,GPRa,459
2947,195,GPRa,NaN
2948,195,GPRa,NaN
2949,195,GPRa,NaN
2950,195,GPRa,2076
2951,195,GPRa,NaN
2952,195,GPRa,NaN
2953,195,GPRa,NaN
2954,195,GPRa,15
2955,195,GPRa,NaN
2956,195,GPRa,NaN
2957,195,GPRa,NaN
2958,195,GPRa,NaN
2959,195,GPRa,NaN
2960,195,GPRa,NaN
2961,195,GPRa,NaN
2962,195,GPRa,NaN
2963,195,GPRa,NaN
2964,195,GPRa,NaN
2965,195,GPRa,NaN
2966,195,GPRa,NaN
2967,195,GPRa,NaN
2968,195,GPRa,NaN
2969,195,GPRa,NaN
2970,195,GPRa,NaN
2971,195,GPRa,NaN
2972,195,GPRa,NaN
2973,195,GPRa,NaN
2974,195,GPRa,NaN
2975,195,GPRa,NaN
2976,195,GPRa,NaN
2977,195,GPRa,NaN
2978,195,GPRa,NaN
2979,195,GPRa,NaN
2980,195,GPRa,NaN
2981,195,GPRa,NaN
2982,195,GPRa,NaN
2983,195,GPRa,NaN
2984,195,GPRa,NaN
2985,195,GPRa,NaN
2986,195,GPRa,NaN
2987,195,GPRa,NaN
2988,195,GPRa,NaN
2989,195,GPRa,NaN
2990,195,GPRa,NaN
2991,195,GPRa,NaN
2992,195,GPRa,NaN
2993,195,GPRa,NaN
2994,195,GPRa,NaN
2995,195,GPRa,NaN
2996,195,GPRa,NaN
2997,195,GPRa,NaN
2998,195,GPRa,NaN
2999,195,GPRa,NaN
3000,195,GPRa,NaN
3001,195,GPRa,NaN
3002,195,GPRa,NaN
3003,195,GPRa,NaN
3004,195,GPRa,NaN
3005,195,GPRa,NaN
3006,195,GPRa,NaN
3007,195,GPRa,NaN
3008,195,GPRa,NaN
3009,195,GPRa,NaN
3010,195,GPRa,NaN
3011,195,GPRa,NaN
3012,195,GPRa,NaN
3013,195,GPRa,NaN
3014,195,GPRa,NaN
3015,195,GPRa,NaN
3016,195,GPRa,NaN
3017,195,GPRa,NaN
3018,195,GPRa,NaN
3019,195,GPRa,NaN
3020,195,GPRa,NaN
3021,195,GPRa,1237
3022,195,GPRa,NaN
3023,195,GPRa,NaN
3024,195,GPRa,NaN
3025,195,GPRa,NaN
3026,195,GPRa,NaN
3027,195,GPRa,NaN
3028,195,GPRa,129
3029,195,GPRa,150
3030,195,GPRa,1203
3031,195,GPRa,NaN
3032,195,GPRa,NaN
3033,195,GPRa,191
3034,195,GPRa,NaN
3035,195,GPRa,93
3036,195,GPRa,113
3037,195,GPRa,1831
3038,195,GPRa,NaN
3039,195,GPRa,141
3040,195,GPRa,NaN
3041,195,GPRa,1443
3042,195,GPRa,1376
3043,195,GPRa,NaN
3044,195,GPRa,1249
3045,195,GPRa,NaN
3046,195,GPRa,NaN
3047,195,GPRa,102
3048,195,GPRa,190
3049,195,GPRa,335
3050,195,GPRa,75
3051,195,GPRa,893
3052,195,GPRa,374
3053,195,GPRa,NaN
3054,195,GPRa,NaN
3055,195,GPRa,NaN
3056,195,GPRa,607
3057,195,GPRa,NaN
3058,195,GPRa,NaN
3059,195,GPRa,NaN
3060,195,GPRa,NaN
3061,195,GPRa,90
3062,195,GPRa,48
3063,195,GPRa,NaN
3064,195,GPRa,NaN
3065,195,GPRa,NaN
3066,195,GPRa,80
3067,195,GPRa,NaN
3068,195,GPRa,NaN
3069,195,GPRa,NaN
3070,195,GPRa,NaN
3071,195,GPRa,113
3072,195,GPRa,130
3073,195,GPRa,57
3074,195,GPRa,NaN
3075,195,GPRa,101
3076,195,GPRa,NaN
3077,195,GPRa,NaN
3078,195,GPRa,NaN
3079,195,GPRa,NaN
3080,195,GPRa,NaN
3081,195,GPRa,NaN
3082,195,GPRa,NaN
3083,195,GPRa,NaN
3084,195,GPRa,NaN
3085,195,GPRa,NaN
3086,195,GPRa,NaN
3087,195,GPRa,NaN
3088,195,GPRa,1289
3089,195,GPRa,NaN
3090,195,GPRa,NaN
3091,195,GPRa,NaN
3092,195,GPRa,NaN
3093,195,GPRa,NaN
3094,195,GPRa,496
3095,195,GPRa,NaN
3096,195,GPRa,179
3097,195,GPRa,NaN
3098,195,GPRa,NaN
3099,195,GPRa,NaN
3100,195,GPRa,NaN
3101,195,GPRa,NaN
3102,195,GPRa,NaN
3103,195,GPRa,NaN
3104,195,GPRa,NaN
3105,195,GPRa,328
3106,195,GPRa,NaN
3107,195,GPRa,NaN
3108,195,GPRa,NaN
3109,195,GPRa,NaN
3110,195,GPRa,NaN
3111,195,GPRa,155
3112,195,GPRa,NaN
3113,195,GPRa,1273
3114,195,GPRa,460
3115,195,GPRa,NaN
3116,195,GPRa,424
3117,195,GPRa,253
3118,195,GPRa,122
3119,195,GPRa,54
3120,195,GPRa,NaN
3121,195,GPRa,NaN
3122,195,GPRa,NaN
3123,195,GPRa,268
3124,195,GPRa,NaN
3125,195,GPRa,NaN
3126,195,GPRa,NaN
3127,195,GPRa,NaN
3128,195,GPRa,NaN
3129,195,GPRa,NaN
3130,195,GPRa,NaN
3131,195,GPRa,60
3132,195,GPRa,177
3133,195,GPRa,107
3134,195,GPRa,180
3135,195,GPRa,156
3136,195,GPRa,NaN
3137,195,GPRa,59
3138,195,GPRa,129
3139,195,GPRa,102
3140,195,GPRa,NaN
3141,195,GPRa,114
3142,195,GPRa,24
3143,195,GPRa,69
3144,195,GPRa,NaN
3145,195,GPRa,NaN
3146,195,GPRa,38
3147,195,GPRa,NaN
3148,195,GPRa,NaN
3149,195,GPRa,NaN
3150,195,GPRa,292
3151,195,GPRa,173
3152,195,GPRa,95
3153,195,GPRa,295
3154,195,GPRa,NaN
3155,195,GPRa,148
3156,195,GPRa,174
3157,195,GPRa,NaN
3158,195,GPRa,55
3159,195,GPRa,54
3160,195,GPRa,80
3161,195,GPRa,208
3162,195,GPRa,362
3163,195,GPRa,161
3164,195,GPRa,NaN
3165,195,GPRa,194
3166,195,GPRa,233
3167,195,GPRa,226
3168,195,GPRa,NaN
3169,195,GPRa,NaN
3170,195,GPRa,NaN
3171,195,GPRa,NaN
3172,195,GPRa,NaN
3173,195,GPRa,NaN
3174,195,GPRa,NaN
3175,195,GPRa,NaN
3176,195,GPRa,NaN
3177,195,GPRa,112
3178,195,GPRa,NaN
3179,195,GPRa,NaN
3180,195,GPRa,NaN
3181,195,GPRa,NaN
3182,195,GPRa,NaN
3183,195,GPRa,NaN
3184,195,GPRa,NaN
3185,195,GPRa,NaN
3186,195,GPRa,NaN
3187,195,GPRa,NaN
3188,195,GPRa,NaN
3189,195,GPRa,NaN
3190,195,GPRa,95
3191,195,GPRa,NaN
3192,195,GPRa,NaN
3193,195,GPRa,253
3194,195,GPRa,211
3195,195,GPRa,165
3196,195,GPRa,214
3197,195,GPRa,162
3198,195,GPRa,102
3199,195,GPRa,45
3200,195,GPRa,128
3201,195,GPRa,81
3202,195,GPRa,48
3203,195,GPRa,239
3204,195,GPRa,230
3205,195,GPRa,NaN
3206,195,GPRa,8
3207,195,GPRa,151
3208,195,GPRa,153
3209,195,GPRa,124
3210,195,GPRa,NaN
3211,195,GPRa,341
3212,195,GPRa,172
3213,195,GPRa,106
3214,195,GPRa,95
3215,195,GPRa,NaN
3216,195,GPRa,NaN
3217,195,GPRa,190
3218,195,GPRa,NaN
3219,195,GPRa,170
3220,195,GPRa,NaN
3221,195,GPRa,NaN
3222,195,GPRa,NaN
3223,195,GPRa,142
3224,195,GPRa,NaN
3225,195,GPRa,NaN
3226,195,GPRa,NaN
3227,195,GPRa,NaN
3228,195,GPRa,NaN
3229,195,GPRa,165
3230,195,GPRa,NaN
3231,195,GPRa,NaN
3232,195,GPRa,NaN
3233,195,GPRa,NaN
3234,195,GPRa,NaN
3235,195,GPRa,NaN
3236,195,GPRa,NaN
3237,195,GPRa,NaN
3238,195,GPRa,145
3239,195,GPRa,NaN
3240,195,GPRa,45
3241,195,GPRa,55
3242,195,GPRa,342
3243,195,GPRa,340
3244,195,GPRa,126
3245,195,GPRa,307
3246,195,GPRa,NaN
3247,195,GPRa,NaN
3248,195,GPRa,NaN
3249,195,GPRa,NaN
3250,195,GPRa,NaN
3251,195,GPRa,NaN
3252,195,GPRa,NaN
3253,195,GPRa,NaN
3254,195,GPRa,NaN
3255,195,GPRa,NaN
3256,195,GPRa,NaN
3257,195,GPRa,NaN
3258,195,GPRa,329
3259,195,GPRa,NaN
3260,195,GPRa,NaN
3261,195,GPRa,NaN
3262,195,GPRa,NaN
3263,195,GPRa,NaN
3264,195,GPRa,NaN
3265,195,GPRa,NaN
3266,195,GPRa,NaN
3267,195,GPRa,NaN
3268,195,GPRa,NaN
3269,195,GPRa,NaN
3270,195,GPRa,NaN
3271,195,GPRa,NaN
3272,195,GPRa,536
3273,195,GPRa,202
3274,195,GPRa,386
3275,195,GPRa,210
3276,195,GPRa,327
3277,195,GPRa,NaN
3278,195,GPRa,217
3279,195,GPRa,NaN
3280,195,GPRa,NaN
3281,195,GPRa,NaN
3282,195,GPRa,468
3283,195,GPRa,NaN
3284,195,GPRa,NaN
3285,195,GPRa,NaN
3286,195,GPRa,NaN
3287,195,GPRa,NaN
3288,195,GPRa,NaN
3289,195,GPRa,NaN
3290,195,GPRa,NaN
3291,195,GPRa,NaN
3292,195,GPRa,NaN
3293,195,GPRa,NaN
3294,195,GPRa,NaN
3295,195,GPRa,NaN
3296,195,GPRa,NaN
3297,195,GPRa,NaN
3298,195,GPRa,NaN
3299,195,GPRa,NaN
3300,195,GPRa,NaN
3301,195,GPRa,NaN
3302,195,GPRa,NaN
3303,195,GPRa,NaN
3304,195,GPRa,NaN
3305,195,GPRa,NaN
3306,195,GPRa,NaN
3307,195,GPRa,NaN
3308,195,GPRa,NaN
3309,195,GPRa,NaN
3310,195,GPRa,NaN
3311,195,GPRa,NaN
3312,195,GPRa,NaN
3313,195,GPRa,NaN
3314,195,GPRa,NaN
3315,195,GPRa,NaN
3316,195,GPRa,NaN
3317,195,GPRa,NaN
3318,195,GPRa,NaN
3319,195,GPRa,NaN
3320,195,GPRa,NaN
3321,195,GPRa,NaN
3322,195,GPRa,NaN
3323,195,GPRa,NaN
3324,195,GPRa,NaN
3325,195,GPRa,NaN
3326,195,GPRa,NaN
3327,195,GPRa,NaN
3328,195,GPRa,NaN
3329,195,GPRa,NaN
3330,195,GPRa,NaN
3331,195,GPRa,NaN
3332,195,GPRa,NaN
3333,195,GPRa,NaN
3334,195,GPRa,NaN
3335,195,GPRa,NaN
3336,195,GPRa,NaN
3337,195,GPRa,NaN
3338,195,GPRa,NaN
3339,195,GPRa,NaN
3340,195,GPRa,NaN
3341,195,GPRa,NaN
3342,195,GPRa,NaN
3343,195,GPRa,NaN
3344,195,GPRa,NaN
3345,195,GPRa,NaN
3346,195,GPRa,59
3347,195,GPRa,NaN
3348,195,GPRa,55
3349,195,GPRa,NaN
3350,195,GPRa,NaN
3351,195,GPRa,NaN
3352,195,GPRa,NaN
3353,195,GPRa,70
3354,195,GPRa,128
3355,195,GPRa,NaN
3356,195,GPRa,NaN
3357,195,GPRa,NaN
3358,195,GPRa,204
3359,195,GPRa,NaN
3360,195,GPRa,628
3361,195,GPRa,183
3362,195,GPRa,NaN
3363,195,GPRa,NaN
3364,195,GPRa,648
3365,195,GPRa,NaN
3366,195,GPRa,NaN
3367,195,GPRa,NaN
3368,195,GPRa,338
3369,195,GPRa,NaN
3370,195,GPRa,360
3371,195,GPRa,410
3372,195,GPRa,272
3373,195,GPRa,702
3374,195,GPRa,NaN
3375,195,GPRa,372
3376,195,GPRa,172
3377,195,GPRa,166
3378,195,GPRa,NaN
3379,195,GPRa,383
3380,195,GPRa,462
3381,195,GPRa,532
3382,195,GPRa,298
3383,195,GPRa,400
3384,195,GPRa,656
3385,195,GPRa,NaN
3386,195,GPRa,NaN
3387,195,GPRa,NaN
3388,195,GPRa,NaN
3389,195,GPRa,NaN
3390,195,GPRa,NaN
3391,195,GPRa,NaN
3392,195,GPRa,128
3393,195,GPRa,956
3394,195,GPRa,231
3395,195,GPRa,192
3396,195,GPRa,116
3397,195,GPRa,115
3398,195,GPRa,205
3399,195,GPRa,748
3400,195,GPRa,649
3401,195,GPRa,876
3402,195,GPRa,NaN
3403,195,GPRa,167
3404,195,GPRa,275
3405,195,GPRa,45
3406,195,GPRa,270
3407,195,GPRa,285
3408,195,GPRa,322
3409,195,GPRa,347
3410,195,GPRa,343
3411,195,GPRa,402
3412,195,GPRa,131
3413,195,GPRa,1039
3414,195,GPRa,549
3415,195,GPRa,177
3416,195,GPRa,582
3417,195,GPRa,407
3418,195,GPRa,506
3419,195,GPRa,523
3420,195,GPRa,237
3421,195,GPRa,265
3422,195,GPRa,560
3423,195,GPRa,791
3424,195,GPRa,NaN
3425,195,GPRa,NaN
3426,195,GPRa,NaN
3427,195,GPRa,383
3428,195,GPRa,351
3429,195,GPRa,NaN
3430,195,GPRa,422
3431,195,GPRa,NaN
3432,195,GPRa,NaN
3433,195,GPRa,NaN
3434,195,GPRa,47
3435,195,GPRa,NaN
3436,195,GPRa,NaN
3437,195,GPRa,NaN
3438,195,GPRa,NaN
3439,195,GPRa,NaN
3440,195,GPRa,NaN
3441,195,GPRa,NaN
3442,195,GPRa,NaN
3443,195,GPRa,NaN
3444,195,GPRa,278
3445,195,GPRa,NaN
3446,195,GPRa,144
3447,195,GPRa,84
3448,195,GPRa,NaN
3449,195,GPRa,535
3450,195,GPRa,169
3451,195,GPRa,84
3452,195,GPRa,360
3453,195,GPRa,NaN
3454,195,GPRa,205
3455,195,GPRa,188
3456,195,GPRa,171
3457,195,GPRa,NaN
3458,195,GPRa,173
3459,195,GPRa,NaN
3460,195,GPRa,416
3461,195,GPRa,NaN
3462,195,GPRa,NaN
3463,195,GPRa,NaN
3464,195,GPRa,414
3465,195,GPRa,NaN
3466,195,GPRa,NaN
3467,195,GPRa,NaN
3468,195,GPRa,NaN
3469,195,GPRa,NaN
3470,195,GPRa,NaN
3471,195,GPRa,NaN
3472,195,GPRa,NaN
3473,195,GPRa,NaN
3474,195,GPRa,146
3475,195,GPRa,NaN
3476,195,GPRa,NaN
3477,195,GPRa,NaN
3478,195,GPRa,172
3479,195,GPRa,NaN
3480,195,GPRa,NaN
3481,195,GPRa,429
3482,195,GPRa,NaN
3483,195,GPRa,NaN
3484,195,GPRa,NaN
3485,195,GPRa,218
3486,195,GPRa,133
3487,195,GPRa,527
3488,195,GPRa,432
3489,195,GPRa,596
3490,195,GPRa,410
3491,195,GPRa,432
3492,195,GPRa,NaN
3493,195,GPRa,NaN
3494,195,GPRa,NaN
3495,195,GPRa,NaN
3496,195,GPRa,NaN
3497,195,GPRa,NaN
3498,195,GPRa,63
3499,195,GPRa,77
3500,195,GPRa,NaN
3501,195,GPRa,NaN
3502,195,GPRa,NaN
3503,195,GPRa,NaN
3504,195,GPRa,NaN
3505,195,GPRa,NaN
3506,195,GPRa,NaN
3507,195,GPRa,NaN
3508,195,GPRa,NaN
3509,195,GPRa,NaN
3510,195,GPRa,NaN
3511,195,GPRa,NaN
3512,195,GPRa,NaN
3513,195,GPRa,NaN
3514,195,GPRa,NaN
3515,195,GPRa,127
3516,195,GPRa,NaN
3517,195,GPRa,50
3518,195,GPRa,NaN
3519,195,GPRa,NaN
3520,195,GPRa,NaN
3521,195,GPRa,NaN
3522,195,GPRa,NaN
3523,195,GPRa,126
3524,195,GPRa,190
3525,195,GPRa,126
3526,195,GPRa,45
3527,195,GPRa,261
3528,195,GPRa,108
3529,195,GPRa,NaN
3530,195,GPRa,NaN
3531,195,GPRa,NaN
3532,195,GPRa,93
3533,195,GPRa,92
3534,195,GPRa,182
3535,195,GPRa,NaN
3536,195,GPRa,NaN
3537,195,GPRa,128
3538,195,GPRa,143
3539,195,GPRa,64
3540,195,GPRa,68
3541,195,GPRa,NaN
3542,195,GPRa,672
3543,195,GPRa,667
3544,195,GPRa,481
3545,195,GPRa,NaN
3546,195,GPRa,NaN
3547,195,GPRa,NaN
3548,195,GPRa,NaN
3549,195,GPRa,NaN
3550,195,GPRa,NaN
3551,195,GPRa,NaN
3552,195,GPRa,368
3553,195,GPRa,348
3554,195,GPRa,413
3555,195,GPRa,NaN
3556,195,GPRa,NaN
3557,195,GPRa,NaN
3558,195,GPRa,327
3559,195,GPRa,NaN
3560,195,GPRa,332
3561,195,GPRa,NaN
3562,195,GPRa,NaN
3563,195,GPRa,138
3564,195,GPRa,507
3565,195,GPRa,666
3566,195,GPRa,434
3567,195,GPRa,454
3568,195,GPRa,123
3569,195,GPRa,128
3570,195,GPRa,246
3571,195,GPRa,229
3572,195,GPRa,NaN
3573,195,GPRa,251
3574,195,GPRa,NaN
3575,195,GPRa,NaN
3576,195,GPRa,NaN
3577,195,GPRa,NaN
3578,195,GPRa,NaN
3579,195,GPRa,NaN
3580,195,GPRa,290
3581,195,GPRa,320
3582,195,GPRa,393
3583,195,GPRa,276
3584,195,GPRa,572
3585,195,GPRa,124
3586,195,GPRa,NaN
3587,195,GPRa,NaN
3588,195,GPRa,NaN
3589,195,GPRa,NaN
3590,195,GPRa,NaN
3591,195,GPRa,342
3592,195,GPRa,NaN
3593,195,GPRa,381
3594,195,GPRa,NaN
3595,195,GPRa,3
3596,195,GPRa,76
3597,195,GPRa,159
3598,195,GPRa,308
3599,195,GPRa,200
3600,195,GPRa,246
3601,195,GPRa,227
3602,195,GPRa,NaN
3603,195,GPRa,182
3604,195,GPRa,69
3605,195,GPRa,193
3606,195,GPRa,NaN
3607,195,GPRa,205
3608,195,GPRa,155
3609,195,GPRa,NaN
3610,195,GPRa,306
3611,195,GPRa,298
3612,195,GPRa,272
3613,195,GPRa,NaN
3614,195,GPRa,NaN
3615,195,GPRa,NaN
3616,195,GPRa,NaN
3617,195,GPRa,NaN
3618,195,GPRa,295
3619,195,GPRa,193
3620,195,GPRa,224
3621,195,GPRa,256
3622,195,GPRa,164
3623,195,GPRa,410
3624,195,GPRa,144
3625,195,GPRa,375
3626,195,GPRa,533
3627,195,GPRa,288
3628,195,GPRa,450
3629,195,GPRa,60
3630,195,GPRa,652
3631,195,GPRa,873
3632,195,GPRa,864
3633,195,GPRa,568
3634,195,GPRa,552
3635,195,GPRa,481
3636,195,GPRa,850
3637,195,GPRa,212
3638,195,GPRa,863
3639,195,GPRa,924
3640,195,GPRa,726
3641,195,GPRa,853
3642,195,GPRa,886
3643,195,GPRa,620
3644,195,GPRa,243
3645,195,GPRa,375
3646,195,GPRa,499
3647,195,GPRa,450
3648,195,GPRa,481
3649,195,GPRa,NaN
3650,195,GPRa,507
3651,195,GPRa,264
3652,195,GPRa,114
3653,195,GPRa,146
3654,195,GPRa,81
3655,195,GPRa,169
3656,195,GPRa,295
3657,195,GPRa,186
3658,195,GPRa,NaN
3659,195,GPRa,329
3660,195,GPRa,246
3661,195,GPRa,NaN
3662,195,GPRa,37
3663,195,GPRa,625
3664,195,GPRa,248
3665,195,GPRa,504
3666,195,GPRa,1034
3667,195,GPRa,440
3668,195,GPRa,455
3669,195,GPRa,290
3670,195,GPRa,82
3671,195,GPRa,451
3672,195,GPRa,259
3673,195,GPRa,322
3674,195,GPRa,516
3675,195,GPRa,485
